ride_type,hour,mean
bike,0,1303.015801354402
bike,1,1105.7102803738317
bike,2,1438.9153846153847
bike,3,1306.6727272727273
bike,4,3087.6279069767443
bike,5,859.6540880503145
bike,6,741.7566909975669
bike,7,988.8353413654619
bike,8,836.613808801214
bike,9,979.4841498559077
bike,10,908.6856474258971
bike,11,1107.4435318275155
bike,12,905.5251058681185
bike,13,1115.8019744483158
bike,14,1077.8733674048835
bike,15,958.3423280423281
bike,16,1025.9951409135083
bike,17,1045.0906395595086
bike,18,1095.2984273110856
bike,19,1163.8486753480017
bike,20,1127.4133333333334
bike,21,987.3214638971316
bike,22,984.6328042328042
bike,23,1249.7804583835948
taxi,0,1068.2337662337663
taxi,1,1000.9722222222222
taxi,2,979.6
taxi,3,897.8888888888889
taxi,4,1004.3076923076923
taxi,5,1239.0
taxi,6,1152.1052631578948
taxi,7,2991.6170212765956
taxi,8,1236.25
taxi,9,1380.2264150943397
taxi,10,1129.3272727272727
taxi,11,1295.3939393939395
taxi,12,1702.7846153846153
taxi,13,2144.77
taxi,14,1611.894117647059
taxi,15,1455.8383838383838
taxi,16,2462.5882352941176
taxi,17,1820.4117647058824
taxi,18,1054.2330097087379
taxi,19,1095.196261682243
taxi,20,926.054794520548
taxi,21,2453.59649122807
taxi,22,993.4021739130435
taxi,23,1089.81512605042
