ride_type,hour,mean
bike,0,1270.695652173913
bike,1,649.8095238095239
bike,2,7952.083333333333
bike,3,1783.7142857142858
bike,4,502.0
bike,5,775.4444444444445
bike,6,1410.2380952380952
bike,7,1675.2916666666667
bike,8,1041.7586206896551
bike,9,1490.0
bike,10,2207.507692307692
bike,11,2143.2837837837837
bike,12,2343.4
bike,13,1703.6516853932585
bike,14,2087.3688524590166
bike,15,40121.6746031746
bike,16,2224.2727272727275
bike,17,1560.7950310559006
bike,18,2718.391304347826
bike,19,1780.954887218045
bike,20,1436.4785714285715
bike,21,2126.5348837209303
bike,22,55450.269230769234
bike,23,4916.254545454545
taxi,0,2043.0
taxi,1,2040.0
taxi,2,
taxi,3,57.0
taxi,4,
taxi,5,
taxi,6,
taxi,7,1317.5
taxi,8,
taxi,9,
taxi,10,1874.0
taxi,11,
taxi,12,1681.6
taxi,13,652.0
taxi,14,4980.0
taxi,15,2409.214285714286
taxi,16,3174.285714285714
taxi,17,4480.5
taxi,18,1040.0
taxi,19,1121.125
taxi,20,
taxi,21,359.0
taxi,22,
taxi,23,2111.8
