ride_type,hour,mean
bike,0,2088.7831325301204
bike,1,860.9333333333333
bike,2,760.2121212121212
bike,3,794.9354838709677
bike,4,828.7045454545455
bike,5,4747.5952380952385
bike,6,644.1521739130435
bike,7,710.7951807228916
bike,8,707.5247524752475
bike,9,1945.7738095238096
bike,10,749.609756097561
bike,11,1654.0862068965516
bike,12,4112.191176470588
bike,13,1075.20202020202
bike,14,1934.3625730994152
bike,15,1801.7248677248676
bike,16,1269.2971698113208
bike,17,1581.9646464646464
bike,18,1232.6534653465346
bike,19,1900.6802325581396
bike,20,1281.536
bike,21,1472.0289855072465
bike,22,1788.5583333333334
bike,23,906.9882352941177
taxi,0,1206.0
taxi,1,
taxi,2,
taxi,3,
taxi,4,998.5
taxi,5,1544.0
taxi,6,1558.8
taxi,7,1513.0
taxi,8,1590.8
taxi,9,1640.0
taxi,10,1797.4285714285713
taxi,11,1144.8333333333333
taxi,12,1745.0
taxi,13,1956.8
taxi,14,2398.3333333333335
taxi,15,1650.0
taxi,16,1573.2
taxi,17,1515.0
taxi,18,1231.5
taxi,19,943.625
taxi,20,1308.75
taxi,21,1547.0
taxi,22,738.3333333333334
taxi,23,646.0
