ride_type,hour,mean
bike,0,2692.8809523809523
bike,1,3461.6666666666665
bike,2,3587.6923076923076
bike,3,1711.3
bike,4,904.7741935483871
bike,5,1123.2105263157894
bike,6,1099.3243243243244
bike,7,1480.593220338983
bike,8,1332.9646017699115
bike,9,1598.4777327935224
bike,10,1647.0865800865802
bike,11,1793.395918367347
bike,12,2078.7399380804954
bike,13,1697.117845117845
bike,14,1919.344827586207
bike,15,2018.5343915343915
bike,16,2855.55
bike,17,1911.9535452322739
bike,18,2104.81
bike,19,1929.3276699029127
bike,20,1882.0555555555557
bike,21,1987.5296803652968
bike,22,2265.9294871794873
bike,23,3308.841379310345
taxi,0,1693.7058823529412
taxi,1,4972.941176470588
taxi,2,1518.75
taxi,3,1274.875
taxi,4,1463.5
taxi,5,1603.0588235294117
taxi,6,1858.4642857142858
taxi,7,1701.2045454545455
taxi,8,1752.2777777777778
taxi,9,1579.3076923076924
taxi,10,1660.3658536585365
taxi,11,1715.25
taxi,12,1627.8857142857144
taxi,13,1740.9777777777779
taxi,14,2021.8936170212767
taxi,15,1993.9512195121952
taxi,16,2405.59375
taxi,17,1652.2162162162163
taxi,18,1547.0689655172414
taxi,19,1455.2380952380952
taxi,20,1406.5454545454545
taxi,21,1890.909090909091
taxi,22,1240.5217391304348
taxi,23,1252.0
