ride_type,hour,mean
bike,0,6133.681704260652
bike,1,1334.4161849710983
bike,2,1337.280991735537
bike,3,1032.8260869565217
bike,4,295.647577092511
bike,5,474.3703703703704
bike,6,702.546218487395
bike,7,985.8173302107729
bike,8,937.9277566539924
bike,9,1025.7239819004526
bike,10,1308.698189134809
bike,11,1478.665137614679
bike,12,1623.8293250581846
bike,13,1481.6635388739946
bike,14,1797.261386138614
bike,15,1371.218807621389
bike,16,1602.7984409799556
bike,17,1453.7824052409921
bike,18,1273.3458585858587
bike,19,2159.605359957961
bike,20,1641.5129427792915
bike,21,1369.4926829268293
bike,22,1669.8305830583058
bike,23,1479.2614678899083
taxi,0,936.7826086956521
taxi,1,780.3846153846154
taxi,2,1172.875
taxi,3,946.25
taxi,4,1019.3333333333334
taxi,5,1089.3333333333333
taxi,6,899.5
taxi,7,1020.2
taxi,8,962.4285714285714
taxi,9,1331.967741935484
taxi,10,1250.15
taxi,11,1019.875
taxi,12,1111.162162162162
taxi,13,1085.0869565217392
taxi,14,1335.85
taxi,15,1493.7413793103449
taxi,16,1425.1538461538462
taxi,17,2299.765625
taxi,18,1248.6875
taxi,19,1056.5
taxi,20,1000.7547169811321
taxi,21,1266.0181818181818
taxi,22,1277.3461538461538
taxi,23,1261.787234042553
