ride_type,hour,mean
bike,0,1253.2451171875
bike,1,1193.0086042065009
bike,2,1287.120754716981
bike,3,4210.048333333333
bike,4,1881.4977973568282
bike,5,2170.4697674418603
bike,6,886.1651785714286
bike,7,1107.4246284501062
bike,8,1022.7180277349769
bike,9,929.3351573187415
bike,10,1114.9564220183486
bike,11,1139.5260915867946
bike,12,1122.7358024691357
bike,13,1338.7612648221343
bike,14,1116.355882352941
bike,15,967.9305354558611
bike,16,1040.3514442916094
bike,17,1213.221549636804
bike,18,1468.781285231116
bike,19,2685.370525059666
bike,20,1214.3180306054558
bike,21,1161.7995444191345
bike,22,1410.8585780525502
bike,23,1142.2019400352733
taxi,0,1073.8
taxi,1,1174.7142857142858
taxi,2,3508.2631578947367
taxi,3,1227.2758620689656
taxi,4,1448.095238095238
taxi,5,1245.8
taxi,6,1320.7272727272727
taxi,7,1679.125
taxi,8,1794.0
taxi,9,1315.1666666666667
taxi,10,1727.75
taxi,11,1906.0
taxi,12,1831.0
taxi,13,2047.4615384615386
taxi,14,2350.0
taxi,15,2310.5714285714284
taxi,16,1783.4615384615386
taxi,17,1881.125
taxi,18,1886.1
taxi,19,1638.8461538461538
taxi,20,1783.2666666666667
taxi,21,797.125
taxi,22,1370.111111111111
taxi,23,1265.3636363636363
