ride_type,hour,mean
bike,0,1066.1078431372548
bike,1,825.4473684210526
bike,2,962.2898550724638
bike,3,874.452380952381
bike,4,3421.74358974359
bike,5,796.4605263157895
bike,6,882.578125
bike,7,1102.4289405684754
bike,8,974.3236363636364
bike,9,894.5526315789474
bike,10,937.9157894736842
bike,11,991.421052631579
bike,12,953.933234421365
bike,13,946.0582822085889
bike,14,986.4300653594771
bike,15,999.5238678090575
bike,16,988.7076101468625
bike,17,1025.311974789916
bike,18,1194.056782334385
bike,19,1107.4360465116279
bike,20,979.9010494752624
bike,21,1194.532731376975
bike,22,1214.0779944289693
bike,23,979.2552552552553
taxi,0,829.125
taxi,1,610.7631578947369
taxi,2,515.5238095238095
taxi,3,629.2666666666667
taxi,4,570.8125
taxi,5,649.3720930232558
taxi,6,808.7213114754098
taxi,7,777.4024390243902
taxi,8,828.7659574468086
taxi,9,912.7058823529412
taxi,10,784.6923076923077
taxi,11,1544.6489361702127
taxi,12,930.0
taxi,13,1866.5842696629213
taxi,14,1005.5229357798165
taxi,15,1122.3846153846155
taxi,16,1141.0123456790122
taxi,17,1211.2636363636364
taxi,18,832.1333333333333
taxi,19,1835.6025641025642
taxi,20,828.85
taxi,21,795.9137931034483
taxi,22,853.6779661016949
taxi,23,772.7166666666667
