ride_type,hour,mean
bike,0,1131.2272727272727
bike,1,990.0222222222222
bike,2,1207.4814814814815
bike,3,1980.1764705882354
bike,4,778.8421052631579
bike,5,958.8888888888889
bike,6,888.8115942028985
bike,7,886.755868544601
bike,8,939.9633802816901
bike,9,914.590395480226
bike,10,1034.5523255813953
bike,11,1686.0573566084788
bike,12,1110.7826961770625
bike,13,1032.399209486166
bike,14,1480.1742286751362
bike,15,1097.6671732522796
bike,16,1004.7162162162163
bike,17,1032.7530755711775
bike,18,1150.698536585366
bike,19,1011.7626666666666
bike,20,927.9823677581863
bike,21,1298.9684542586751
bike,22,1037.5811965811965
bike,23,1219.709219858156
taxi,0,2280.0
taxi,1,
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,
taxi,7,
taxi,8,
taxi,9,
taxi,10,1598.3333333333333
taxi,11,1348.3333333333333
taxi,12,1923.6
taxi,13,1270.0
taxi,14,1240.0
taxi,15,856.3333333333334
taxi,16,1691.6666666666667
taxi,17,1815.2666666666667
taxi,18,925.1666666666666
taxi,19,765.125
taxi,20,1177.0
taxi,21,1434.1666666666667
taxi,22,1598.5
taxi,23,
