ride_type,hour,mean
bike,0,1225.0588235294117
bike,1,1113.8654292343388
bike,2,14008.325
bike,3,1269.189024390244
bike,4,1345.6036585365853
bike,5,836.2006578947369
bike,6,773.0135135135135
bike,7,764.1417624521073
bike,8,933.2997724687144
bike,9,912.322619047619
bike,10,1013.2109974424552
bike,11,992.9418735891647
bike,12,1066.0026041666667
bike,13,1454.7860283341474
bike,14,1353.02098880597
bike,15,1023.0893709327548
bike,16,1151.0339384372533
bike,17,1346.5995483628153
bike,18,1061.401642403882
bike,19,1216.779443254818
bike,20,14504.682108626199
bike,21,1061.338119167265
bike,22,1424.7050816696915
bike,23,1399.9599567099567
taxi,0,632.5381679389313
taxi,1,1102.717791411043
taxi,2,563.6279069767442
taxi,3,702.1090909090909
taxi,4,732.4347826086956
taxi,5,827.5876288659794
taxi,6,769.089605734767
taxi,7,720.6348623853211
taxi,8,890.9080996884735
taxi,9,882.7544426494346
taxi,10,892.123475609756
taxi,11,1224.8940809968847
taxi,12,845.3442176870748
taxi,13,1102.0911360799
taxi,14,1095.753640776699
taxi,15,1245.9225634178906
taxi,16,977.609597924773
taxi,17,1098.2681704260651
taxi,18,1021.7906137184116
taxi,19,1033.0682852807283
taxi,20,860.7685352622061
taxi,21,729.6257928118393
taxi,22,724.0848861283644
taxi,23,805.6512261580382
