ride_type,hour,mean
bike,0,1167.688679245283
bike,1,1852.8923076923077
bike,2,1920.5641025641025
bike,3,1228.52
bike,4,836.2142857142857
bike,5,719.3714285714286
bike,6,422.9537037037037
bike,7,689.2261306532663
bike,8,1050.5075757575758
bike,9,734.9233449477352
bike,10,1615.1853146853148
bike,11,1223.0581039755352
bike,12,1166.5298701298702
bike,13,1809.0738916256157
bike,14,1294.6639175257733
bike,15,1039.414686825054
bike,16,4119.515539305302
bike,17,1134.9898697539797
bike,18,1215.9511811023622
bike,19,1082.7871939736347
bike,20,1198.5231958762886
bike,21,1960.9497716894978
bike,22,1017.6681818181818
bike,23,1296.9178743961352
taxi,0,892.1627906976744
taxi,1,863.8659793814433
taxi,2,853.2666666666667
taxi,3,862.3142857142857
taxi,4,849.3225806451613
taxi,5,935.7894736842105
taxi,6,1071.7567567567567
taxi,7,791.9302325581396
taxi,8,919.9910714285714
taxi,9,860.2589928057554
taxi,10,826.4814814814815
taxi,11,888.591304347826
taxi,12,1187.3333333333333
taxi,13,1186.8305647840532
taxi,14,999.6715542521994
taxi,15,1226.4676923076922
taxi,16,1423.7816455696202
taxi,17,1287.9558823529412
taxi,18,1282.1136842105263
taxi,19,1021.890350877193
taxi,20,1232.9295454545454
taxi,21,1013.9170506912442
taxi,22,1421.0827814569536
taxi,23,842.8382352941177
