ride_type,hour,mean
bike,0,1537.387283236994
bike,1,1292.0357142857142
bike,2,1193.5061728395062
bike,3,1630.5283018867924
bike,4,1218.6222222222223
bike,5,894.0222222222222
bike,6,1049.9285714285713
bike,7,988.2111111111111
bike,8,1077.2864583333333
bike,9,1230.179746835443
bike,10,1244.6282973621103
bike,11,1155.6607843137256
bike,12,1509.3729433272395
bike,13,1316.0963636363635
bike,14,1469.5479452054794
bike,15,1588.4122383252818
bike,16,1584.8662790697674
bike,17,1379.3620933521925
bike,18,1533.4050131926122
bike,19,1402.1597122302157
bike,20,1779.892857142857
bike,21,1205.9747634069402
bike,22,3006.2951388888887
bike,23,1180.6525423728813
taxi,0,665.24
taxi,1,876.66
taxi,2,657.3703703703703
taxi,3,664.8148148148148
taxi,4,663.84
taxi,5,719.1111111111111
taxi,6,790.3627450980392
taxi,7,937.8358208955224
taxi,8,844.141935483871
taxi,9,891.0661764705883
taxi,10,869.1769911504425
taxi,11,838.5041322314049
taxi,12,840.5771812080537
taxi,13,1407.7322404371585
taxi,14,893.0909090909091
taxi,15,1706.8095238095239
taxi,16,995.0816326530612
taxi,17,1299.7405405405405
taxi,18,903.8587570621469
taxi,19,1292.8220858895706
taxi,20,1476.9444444444443
taxi,21,823.7368421052631
taxi,22,1573.8636363636363
taxi,23,801.2347826086957
