ride_type,hour,mean
bike,0,4061.1071428571427
bike,1,3230.7105263157896
bike,2,1370.3846153846155
bike,3,1360.857142857143
bike,4,624.6666666666666
bike,5,507.8333333333333
bike,6,710.9285714285714
bike,7,1216.0
bike,8,898.5882352941177
bike,9,863.9827586206897
bike,10,1609.1923076923076
bike,11,3861.176470588235
bike,12,1404.945945945946
bike,13,1750.0454545454545
bike,14,1341.0188679245282
bike,15,2291.1666666666665
bike,16,1735.035294117647
bike,17,2108.1309523809523
bike,18,1529.0597014925372
bike,19,1621.6559139784947
bike,20,1558.6451612903227
bike,21,3613.1666666666665
bike,22,1184.25
bike,23,3669.151515151515
taxi,0,
taxi,1,
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,
taxi,7,
taxi,8,960.0
taxi,9,4680.0
taxi,10,126.0
taxi,11,1860.0
taxi,12,
taxi,13,
taxi,14,1080.0
taxi,15,
taxi,16,
taxi,17,2040.0
taxi,18,
taxi,19,
taxi,20,
taxi,21,
taxi,22,
taxi,23,1980.0
