ride_type,hour,mean
bike,0,1359.979865771812
bike,1,2015.292899408284
bike,2,970.9894736842106
bike,3,1202.6767676767677
bike,4,1114.5441176470588
bike,5,1668.6517857142858
bike,6,751.2350674373796
bike,7,851.4451476793249
bike,8,875.639661426844
bike,9,947.8551948051949
bike,10,913.9093982420554
bike,11,1054.431198478123
bike,12,983.2510098095788
bike,13,1101.2065031374786
bike,14,1214.5301466594242
bike,15,1023.8059118795315
bike,16,2117.8505555555557
bike,17,2092.506947771921
bike,18,923.6449537595497
bike,19,1066.275754884547
bike,20,1148.991239048811
bike,21,1091.079365079365
bike,22,1320.7907407407408
bike,23,1055.012035010941
taxi,0,986.1315789473684
taxi,1,1098.4
taxi,2,846.0
taxi,3,597.0
taxi,4,626.0
taxi,5,1357.3
taxi,6,1572.578947368421
taxi,7,1558.28
taxi,8,1560.6842105263158
taxi,9,1540.8536585365853
taxi,10,1820.967741935484
taxi,11,1718.157894736842
taxi,12,1651.725
taxi,13,1886.6190476190477
taxi,14,1716.9354838709678
taxi,15,2189.5
taxi,16,1712.1363636363637
taxi,17,1830.0
taxi,18,1596.3181818181818
taxi,19,1413.9166666666667
taxi,20,1472.2758620689656
taxi,21,1360.2307692307693
taxi,22,1060.0
taxi,23,1283.3095238095239
