ride_type,hour,mean
bike,0,1264.9363184079602
bike,1,1714.9365179132622
bike,2,1667.0508771929824
bike,3,1410.1540577716644
bike,4,1800.7974276527332
bike,5,1166.7979452054794
bike,6,673.2959595959596
bike,7,711.7711730668069
bike,8,760.7649429147078
bike,9,789.7353750860289
bike,10,875.8807763401109
bike,11,5184.044505494506
bike,12,909.5730225638482
bike,13,1010.0158654984608
bike,14,938.3390374331551
bike,15,1036.6699911347519
bike,16,944.9133254716982
bike,17,943.6578325455773
bike,18,953.5699457042479
bike,19,976.9497962208226
bike,20,1078.581784386617
bike,21,1101.246476761619
bike,22,1159.9537976898846
bike,23,1309.7211818560133
taxi,0,1072.6668994413408
taxi,1,964.7326813365934
taxi,2,1010.6468973091708
taxi,3,880.3430321592649
taxi,4,1254.358208955224
taxi,5,1920.5707762557079
taxi,6,1518.4035874439462
taxi,7,2006.5471014492753
taxi,8,1010.6758104738154
taxi,9,1023.6770601336303
taxi,10,795.102
taxi,11,1095.5489614243324
taxi,12,1097.793324775353
taxi,13,1063.069873997709
taxi,14,1114.091083413231
taxi,15,1543.744455159113
taxi,16,1546.602105263158
taxi,17,1157.7524841915085
taxi,18,1005.8741623231571
taxi,19,931.1884745762712
taxi,20,1026.5585034013604
taxi,21,1019.6302325581395
taxi,22,1205.4218887908207
taxi,23,915.1190130624093
