ride_type,hour,mean
bike,0,1003.204081632653
bike,1,962.2151898734177
bike,2,1135.24
bike,3,931.1515151515151
bike,4,979.8181818181819
bike,5,915.8578431372549
bike,6,790.7651376146789
bike,7,780.5768229166666
bike,8,897.9975639464068
bike,9,1059.4420289855072
bike,10,859.9288461538462
bike,11,955.0781818181819
bike,12,910.4837662337662
bike,13,852.4960127591706
bike,14,968.8764705882353
bike,15,965.6023916292975
bike,16,954.9338028169014
bike,17,1130.6836734693877
bike,18,960.3570658036678
bike,19,991.0551558752998
bike,20,1089.4267631103073
bike,21,1100.1654676258993
bike,22,1214.3076923076924
bike,23,1121.819512195122
taxi,0,714.0099502487562
taxi,1,585.4861111111111
taxi,2,2050.6428571428573
taxi,3,2104.2916666666665
taxi,4,798.0425531914893
taxi,5,743.2740524781341
taxi,6,820.0381282495667
taxi,7,749.4642349597348
taxi,8,786.0828149300155
taxi,9,750.0122131754256
taxi,10,910.528336380256
taxi,11,765.3208654198753
taxi,12,867.7710674157304
taxi,13,817.7750699161007
taxi,14,879.7662007623888
taxi,15,943.6780821917808
taxi,16,996.2386138613862
taxi,17,994.0344358858179
taxi,18,773.8301049233253
taxi,19,804.6365140650855
taxi,20,726.4708904109589
taxi,21,626.4197530864197
taxi,22,628.5941605839416
taxi,23,943.0
